,Unnamed: 0,name,position,domain,years_exp,contact,tags
283,283,Trang,technician,production,5,5086029049,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician dedic maintain equip resolv technic issu ensur effici oper manufactur process role product technician dedic maintain equip resolv technic issu ensur effici oper manufactur process
284,284,Tredinnick,network engineer,it/is,3,7138599429,network rout switch firew network secur cisco junip dn dhcp vpn wireless network network monitor network troubleshoot network protocol subnet load balanc ipv4 ipv6 ccna chief inform offic cio domain lead develop implement strategi support organiz goal drive innov chief inform offic cio domain lead develop implement strategi support organiz goal drive innov
285,285,True,software engineer,software engineering,3,3743786777,softwar develop program algorithm program python java web develop databas manag softwar design agil methodolog test debug version control softwar architectur problem solv data structur cloud comput rest api git domain special data analyst analyz interpret data provid action insight support process drive busi success domain special data analyst analyz interpret data provid action insight support process drive busi success
286,286,Trzeciak,datascientist,production,3,1650875862,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
287,287,Turpin,network engineer,it/is,4,2751617979,network rout switch firew network secur cisco junip dn dhcp vpn wireless network network monitor network troubleshoot network protocol subnet load balanc ipv4 ipv6 ccna role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
288,288,Valentin,devops,sales,3,9096674241,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur senior databas administr dba domain manag optim databas system ensur reliabl perform secur support organiz oper senior databas administr dba domain manag optim databas system ensur reliabl perform secur support organiz oper
289,289,Veera,technician,production,5,5211297087,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system senior network engin domain design implement maintain network infrastructur ensur connect perform secur senior network engin domain design implement maintain network infrastructur ensur connect perform secur
290,290,Vega,production manager,production,3,9583220610,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
291,291,Villanueva,devops,sales,4,7592561350,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
292,292,Voldemort,database administrator,it/is,3,1988489289,databas manag sql databas design databas tun backup recoveri data integr data secur perform monitor queri optim databas administr tool data model troubleshoot high avail data migr nosql etl relat databa mysql oracl microsoft sql serv support specialist domain provid technic assist troubleshoot ensur smooth oper system support organiz product effici support specialist domain provid technic assist troubleshoot ensur smooth oper system support organiz product effici
293,293,Volk,technician,production,5,3689760660,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special softwar engin excel softwar engin develop innov solut complex problem contribut technolog advanc special softwar engin excel softwar engin develop innov solut complex problem contribut technolog advanc
294,294,Von Massenbach,technician,production,3,3728122695,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
295,295,Walker,datascientist,production,5,7428126925,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network support specialist domain provid technic assist troubleshoot ensur smooth oper system support organiz product effici support specialist domain provid technic assist troubleshoot ensur smooth oper system support organiz product effici
296,296,Wallace,production manager,production,3,4472036605,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
297,297,Wallace,technician,production,3,1675697554,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system domain special data analyst analyz interpret data provid action insight support process drive busi success domain special data analyst analyz interpret data provid action insight support process drive busi success
298,298,Wang,cloudengineer,it/is,4,3680359333,cloud comput aw azur googl cloud devop infrastructur cod autom contain kubernet network secur serverless architectur script monitor scalabl high avail deploy linux python role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
299,299,Warfield,sr. network engineer,it/is,4,5201303203,network engin network design rout switch firew network secur cisco junip dn dhcp vpn wireless network network troubleshoot network monitor network protocol load balanc ipv4 ipv6 ccnp ccie product technician play vital role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process product technician play vital role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process
300,300,Whittier,technician,production,5,6027103132,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
301,301,Wilber,technician,production,3,6773941907,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu extract insight manufactur data drive process optim innov special product data scientist leverag data analyt techniqu extract insight manufactur data drive process optim innov
302,302,Wilkes,technician,production,5,1660006554,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system product manag overse coordin manufactur process ensur effici qualiti complianc safeti regul product manag overse coordin manufactur process ensur effici qualiti complianc safeti regul
303,303,Williams,technician,production,4,1372200406,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system databas administr domain manag optim databas system ensur reliabl perform secur support organiz oper databas administr domain manag optim databas system ensur reliabl perform secur support organiz oper
304,304,Winthrop,datascientist,production,3,2603141767,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
305,305,Wolk,datascientist,production,4,2164228901,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network softwar engin design develop maintain softwar applic contribut develop innov solut support organiz object softwar engin design develop maintain softwar applic contribut develop innov solut support organiz object
306,306,Woodson,datascientist,production,4,9175123109,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
307,307,Ybarra,technician,production,2,8161155169,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system product technician play crucial role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process product technician play crucial role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process
308,308,Zamora,cio,it/is,5,2889636941,chief inform offic leadership technolog strategi govern digit transform enterpris architectur manag strateg plan cybersecur busi align innov vendor manag budget manag project manag infrastructur cloud comput data manag risk manag busi continu leadership special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
309,309,Zhou,data analyst,it/is,3,5835874724,data analysi sql data visu excel statist data clean data interpret report problem solv critic think quantit analysi data manipul dashboard cr busi analysi data min data model python r tableau data valid product domain leverag data scienc methodolog analyz manufactur data uncov insight drive process optim innov data scientist product domain leverag data scienc methodolog analyz manufactur data uncov insight drive process optim innov data scientist
310,310,Zima,technician,production,5,7305282065,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system domain special data analyst analyz interpret data provid action insight support process drive busi success domain special data analyst analyz interpret data provid action insight support process drive busi success
311,311,Wilson  K,technician,production,5,5517799279,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system administr offic serv senior account manag financi record transact ensur accuraci complianc regul administr offic serv senior account manag financi record transact ensur accuraci complianc regul
312,312,Karthikeyan,sr. dba,it/is,3,4638044025,databas administr sql databas manag perform tun backup recoveri data integr troubleshoot high avail databas design nosql etl data model data wareh relat databa mysql oracl microsoft sql serv databas secur data migr queri optim product manag overse aspect manufactur oper implement strategi optim product process minim cost ensur product qualiti consist product manag overse aspect manufactur oper implement strategi optim product process minim cost ensur product qualiti consist
313,313,Sarah,datascientist,production,3,9977730459,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
314,314,Trina,technician,production,5,6999936044,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system administr offic fulfil role account manag financi record transact ensur accuraci complianc regul administr offic fulfil role account manag financi record transact ensur accuraci complianc regul
315,315,Carol,technician,production,4,6007383473,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
316,316,Linda,technician,production,5,2480444358,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
317,317,Colby,software engineer,software engineering,3,6781577429,softwar develop program algorithm program python java web develop databas manag softwar design agil methodolog test debug version control softwar architectur problem solv data structur cloud comput rest api git combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
318,318,Sam,technician,production,4,1129950317,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
319,319,Linda,technician,production,3,3710940031,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system product domain leverag data scienc methodolog analyz manufactur data uncov insight drive process optim innov data scientist product domain leverag data scienc methodolog analyz manufactur data uncov insight drive process optim innov data scientist
320,320,Alejandro,it support,it/is,5,7593345680,support technic support troubleshoot helpdesk support instal network troubleshoot support custom servic ticket system remot support problem solv softwar upd system mainten comput repair user train itil incid manag knowledg ba polici asset manag softwar engin manag lead manag softwar engin team ensur success deliveri softwar solut meet busi object softwar engin manag lead manag softwar engin team ensur success deliveri softwar solut meet busi object
321,321,Rachael,technician,production,4,8839444303,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system product manag overse aspect manufactur oper implement strategi optim product process minim cost ensur product qualiti consist product manag overse aspect manufactur oper implement strategi optim product process minim cost ensur product qualiti consist
322,322,Thomas,technician,production,3,6470627614,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system softwar engin excel softwar engin design develop innov solut meet busi need drive technolog advanc softwar engin excel softwar engin design develop innov solut meet busi need drive technolog advanc
323,323,Hector,data analyst,it/is,4,5824848138,data analysi sql data visu excel statist data clean data interpret report problem solv critic think quantit analysi data manipul dashboard cr busi analysi data min data model python r tableau data valid role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
324,324,Francesco  A,technician,production,4,1535336978,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system senior databas administr dba domain manag optim databas system ensur reliabl perform secur support organiz oper senior databas administr dba domain manag optim databas system ensur reliabl perform secur support organiz oper
325,325,Nader,technician,production,5,5489880739,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
326,326,Norman,technician,production,4,2408796786,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system busi intellig director domain overse develop implement bi strategi support organiz drive busi success busi intellig director domain overse develop implement bi strategi support organiz drive busi success
327,327,Kimberly,datascientist,production,3,3022250624,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
328,328,Courtney,technician,production,5,5666066669,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system product technician dedic ensur smooth oper manufactur equip perform mainten repair minim downtim optim product product technician dedic ensur smooth oper manufactur equip perform mainten repair minim downtim optim product
329,329,Renee,database administrator,it/is,4,3838684173,databas manag sql databas design databas tun backup recoveri data integr data secur perform monitor queri optim databas administr tool data model troubleshoot high avail data migr nosql etl relat databa mysql oracl microsoft sql serv combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
330,330,Scott,technician,production,4,8175091701,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician commit maintain equip resolv technic issu ensur effici oper manufactur process role product technician commit maintain equip resolv technic issu ensur effici oper manufactur process
331,331,Sean,technician,production,3,2112096376,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
332,332,Lowan  M,technician,production,3,3623890748,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
333,333,Helen,technician,production,3,2060533863,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system chief inform offic cio domain overse strateg plan implement inform technolog system support organiz goal object chief inform offic cio domain overse strateg plan implement inform technolog system support organiz goal object
334,334,Dianna,datascientist,production,3,2792877772,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network product domain leverag data scienc methodolog analyz manufactur data uncov insight drive process optim innov data scientist product domain leverag data scienc methodolog analyz manufactur data uncov insight drive process optim innov data scientist
335,335,Betsy,datascientist,production,5,4288444561,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network product technician play vital role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process product technician play vital role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process
336,336,Frank,enterprise architect,it/is,5,5571094199,enterpris architectur architectur strateg plan busi align govern technolog roadmap digit transform cloud comput standard solut architectur applic architectur data architectur infrastructur architectur secur architectur integr architectur enterpris integr togaf busi process model enterpris system technic leadership role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
337,337,Bonalyn,sr. accountant,admin offices,4,9968857607,account financ financi report audit taxat budget financi analysi gaap financi stat account reconcili cpa excel account softwar cash flow analysi forecast cost account intern control vat ifr product technician respons maintain troubleshoot equip ensur optim perform support effici manufactur process product technician respons maintain troubleshoot equip ensur optim perform support effici manufactur process
338,338,Charles,production manager,production,3,8828682134,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen product manag overse aspect manufactur oper lead team optim process minim cost ensur product qualiti consist product manag overse aspect manufactur oper lead team optim process minim cost ensur product qualiti consist
339,339,Donna,technician,production,4,5282443520,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system director oper product domain overse oper aspect ensur effici qualiti safeti manufactur process drive organiz success director oper product domain overse oper aspect ensur effici qualiti safeti manufactur process drive organiz success
340,340,Mia,accountant i,admin offices,2,8078820046,account financ financi report bookkeep audit taxat budget payrol financi analysi account reconcili gaap excel quickbook cpa financi stat account pay account receiv cash flow incom stat balanc sheet special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
341,341,Joseph,datascientist,production,3,5177215720,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
342,342,Josephine,technician,production,5,4643857822,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
343,343,Jessica,devops,sales,5,5430632054,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
344,344,Joelle,datascientist,production,4,4113459473,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network senior network engin domain design implement manag network infrastructur ensur connect secur reliabl support organiz oper object senior network engin domain design implement manag network infrastructur ensur connect secur reliabl support organiz oper object
345,345,Benjamin,datascientist,production,5,4928039296,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
346,346,Max,software engineering manager,software engineering,3,5528240285,softwar develop team manag leadership project manag softwar architectur agil methodolog budget manag perform manag problem solv technic leadership softwar design collabor continu integr continu deploy code review releas manag product develop scrum kanban commun skil special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
347,347,Calvin,production manager,production,3,3809640858,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
348,348,Judith,software engineer,software engineering,4,2779858723,softwar develop program algorithm program python java web develop databas manag softwar design agil methodolog test debug version control softwar architectur problem solv data structur cloud comput rest api git special softwar engin excel softwar engin develop innov solut complex problem contribut technolog advanc special softwar engin excel softwar engin develop innov solut complex problem contribut technolog advanc
349,349,Michael,technician,production,3,6583466940,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
350,350,Claudia  N,sr. dba,it/is,5,6861667344,databas administr sql databas manag perform tun backup recoveri data integr troubleshoot high avail databas design nosql etl data model data wareh relat databa mysql oracl microsoft sql serv databas secur data migr queri optim special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
351,351,Michelle,devops,sales,5,3128025618,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
352,352,Beatrice,technician,production,4,5367075869,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system busi intellig develop domain design implement bi solut extract insight data support process drive organiz success busi intellig develop domain design implement bi solut extract insight data support process drive organiz success
353,353,Brian,bi director,it/is,5,9249439690,busi intellig leadership strateg plan busi strategi data analyt team manag budget manag project manag decis mak busi develop stakehold manag data govern execut report busi acumen commun skil problem solv collabor chang manag decis support kpi role product technician dedic maintain equip resolv technic issu ensur effici oper manufactur process role product technician dedic maintain equip resolv technic issu ensur effici oper manufactur process
354,354,Lin,technician,production,4,9146783204,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
355,355,Donovan  E,technician,production,5,9095681762,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
356,356,Anton,devops,sales,5,3266616579,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur product technician play vital role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process product technician play vital role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process
357,357,Enola,technician,production,4,3281634361,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system manag support lead manag support team ensur time resolut technic issu maintain organiz product effici manag support lead manag support team ensur time resolut technic issu maintain organiz product effici
358,358,Caroline,technician,production,5,3915642492,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
359,359,Rick,it support,it/is,3,5423854318,support technic support troubleshoot helpdesk support instal network troubleshoot support custom servic ticket system remot support problem solv softwar upd system mainten comput repair user train itil incid manag knowledg ba polici asset manag administr offic serv senior account manag financi record transact ensur accuraci complianc regul administr offic serv senior account manag financi record transact ensur accuraci complianc regul
360,360,Jennifer,datascientist,production,5,4856196601,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
361,361,Phil,datascientist,production,4,1912916125,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network product technician respons maintain troubleshoot equip ensur optim perform support effici manufactur process product technician respons maintain troubleshoot equip ensur optim perform support effici manufactur process
362,362,Elijian,technician,production,4,8928025241,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
363,363,James,technician,production,5,1223198772,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
364,364,Spencer,technician,production,3,4454119603,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system product technician dedic maintain equip resolv technic issu ensur effici oper manufactur process product technician dedic maintain equip resolv technic issu ensur effici oper manufactur process
365,365,Michael,production manager,production,2,2963270170,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
366,366,Vito,director of operations,production,5,3864501895,oper manag leadership strateg plan team manag process improv budget manag project manag collabor perform metr risk manag chang manag suppli chain manag logist inventori manag qualiti control lean manufactur six sigma continu improv decis mak busi acumen product technician play vital role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process product technician play vital role maintain troubleshoot manufactur equip ensur smooth oper contribut overal success product process
367,367,Lisa,technician,production,5,1193704622,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system domain special network engin design implement manag network infrastructur ensur connect secur reliabl domain special network engin design implement manag network infrastructur ensur connect secur reliabl
368,368,Frank,data analyst,it/is,3,8376873174,data analysi sql data visu excel statist data clean data interpret report problem solv critic think quantit analysi data manipul dashboard cr busi analysi data min data model python r tableau data valid role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
369,369,Jean,technician,production,5,5484248609,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
370,370,Noah,sr. network engineer,it/is,3,3297557413,network engin network design rout switch firew network secur cisco junip dn dhcp vpn wireless network network troubleshoot network monitor network protocol load balanc ipv4 ipv6 ccnp ccie network engin domain design implement manag network infrastructur ensur secur reliabl commun support organiz oper network engin domain design implement manag network infrastructur ensur secur reliabl commun support organiz oper
